Code,lat_0,lat_1,lat_2,lat_3,lat_4,lat_5,lat_6,lat_7,lat_8,lat_9,lat_10,lat_11,lat_12,lat_13,lat_14,lat_15,lat_16,lat_17,lat_18,lat_19,lat_20,lat_21,lat_22,lat_23,lat_24,lat_25,lat_26,lat_27,lat_28,lat_29,lat_30,lat_31,lat_32,lat_33,lat_34,lat_35,lat_36,lat_37,lat_38,lat_39,lat_40,lat_41,lat_42,lat_43,lat_44,lat_45,lat_46,lat_47,lat_48,lat_49,lat_50,lat_51,lat_52,lat_53,lat_54,lat_55,lat_56,lat_57,lat_58,lat_59,lat_60,lat_61,lat_62,lat_63,PCA 1,PCA 2,t-SNE 1,t-SNE 2,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
EDI,-14.362676,6.898245,5.9946604,2.6479917,16.164925,9.693325,10.126731,6.1108246,1.907751,4.7045364,-1.6881601,-4.472103,7.751799,10.557884,-8.766853,-7.327734,25.375717,-2.5401983,-13.272596,-1.0869073,1.5308646,3.1542797,-12.715094,-2.582022,-0.57368684,12.413024,-0.093856394,-3.3247933,-1.5767459,10.208812,8.096557,-0.49519825,5.7426124,3.9886444,-1.1346419,-5.1833,3.7196448,1.3865875,-2.5503736,-9.050991,-3.4644506,0.20518142,17.33135,3.2428772,-0.9226086,-13.200508,3.228293,13.351003,-2.2062469,-10.888907,17.285795,-3.031187,5.0840654,2.0054631,-2.5030494,9.768169,1.1501344,-11.437625,-5.177497,15.573023,7.238752,-8.585081,-1.8197956,-2.3314018,3.4557276335019247,-0.7133464482837905,-1.833644,-2.00068,15,6.875971,6.875971,6.355157,90.0,90.0,90.0,300.46532285992384,2.96322,2.56012,2.56474,2.96322,4.79132,4.79132,4.79132,4.79132,4.79132,0.0499225662955886,1,3,0,0,0,0,0,4.79131,2.9632,4.79131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66029,75.0621,2498.2,1504.68,0.0,0.0,0.0,1,75.0621,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.598,0.11182,0.0673497,0.0,0.0,0.0,33.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.545,0.42782,0.257678,0.0,0.0,0.0,1,50000,0.11182,0.0,0.42782,0.0,0.03026,0.54192,0.0332225912093023,0.1138524184172654,11.96535009834356,142.5139302086103,0.1559738538205979,0.1286172739864279,1.8716969043319385,1.5208223228831432,5.0
CGS,-5.577293,0.052918874,-1.6636395,2.9930804,7.327514,4.2849455,9.630344,0.99495876,1.179794,-4.4903555,3.3043444,-2.9067483,12.70541,9.785234,-6.939831,-1.6011038,0.16331491,1.1078378,-9.520293,1.6037073,1.007529,-0.19677508,-0.30141148,-0.69487095,-3.8950038,4.7630596,0.772304,3.0196967,0.4210361,0.046220973,-7.767212,-1.1779933,-0.66794604,-5.3864202,-1.4334161,-0.69762707,-3.0301816,2.1379397,-1.3976872,-5.896585,3.0894587,-0.10136372,-0.9976417,-0.93976617,0.09695113,2.9052072,-0.48438305,-0.2875292,5.0858636,-6.3109913,-2.8725617,-2.8624914,1.7701546,5.577683,6.500407,2.9183428,1.0276327,3.570813,6.063477,-1.0688736,-2.4559805,-1.1185731,-0.10194796,-0.67498064,2.3447314047130456,-0.8909704920961128,0.12698165,-1.4926285,96,8.441635000000117,14.107268000000037,15.700816000000032,90.00000000000027,90.00001043650767,89.99998915127843,1869.785170800256,3.62646,3.62646,2.45821,2.45821,5.16648,5.12663,5.14181,5.15803,5.12663,0.0513427967550478,1,3,0,0,0,0,0,5.16645,3.62693,5.16645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70752,405.953,2171.12,1271.5,0.0,0.0,0.0,1,405.953,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.528,0.1265,0.074084,0.0,0.0,0.0,236.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.814,0.37374,0.218879,0.0,0.0,0.0,1,50000,0.1265,0.0,0.37374,0.0,0.0678,0.55846,0.0332225913754152,0.1289616982671389,12.027225713901377,143.5941842262824,0.1708292524916944,0.1398747012411783,1.7348666789832043,1.0153528254724329,32.0
LIO,2.022701,2.364734,-9.759417,-1.8481123,1.5834181,0.51955813,-7.938722,-1.4199862,4.454754,0.1614928,1.1422132,-4.8107767,7.531037,-4.8710904,-9.422012,2.440796,-4.167396,-0.4041022,-3.55881,0.68423796,0.27547997,-1.5415149,0.60464764,0.97418034,-2.5776572,-0.3509199,6.6257744,-2.9698997,9.691162,1.6628449,1.8285843,-2.4792135,-0.6515908,1.5153975,1.0408413,-2.6579585,8.4459505,-7.1939044,-0.5218849,-7.0947127,5.42884,-2.3787303,2.7771583,1.7744106,6.2918067,-7.3351026,5.8058014,-1.3785809,-1.0601199,3.9208064,5.362929,0.8026409,-1.4130672,8.970326,-5.319547,-2.5469844,-5.4910474,9.489692,2.6187522,5.377759,11.03211,-3.2448132,-11.531204,-1.4394355,-1.3083180266675338,0.7213970199648213,-0.8699867,-5.0671234,108,12.341470222106643,12.34163725568893,15.335298505485898,90.54983987720595,89.45095922939448,120.18530033806132,2018.9335079613963,1.70618,1.65566,1.65566,1.70618,5.52699,5.42056,5.42409,5.50802,5.50802,0.0534935893500783,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77905,0.0,0.0,0.0,330.689,1637.94,920.682,0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.7595,162.195,18.9756,90.9867,17.7196,21.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.433,0.0968,0.054411,0.0,0.0,0.0,0.0,0.0,0.0,4.9262,116.856,4.88582,58.4683,4.60317,5.69339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.564,0.32768,0.184188,1,50000,0.0,0.0968,0.0,0.32768,0.08744,0.58488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
DAC,-9.826342,-0.13771205,1.4924147,0.9925404,-1.9555933,4.8039675,-1.6932031,7.718404,9.012915,-3.9761963,3.3754287,-7.631411,9.37666,10.909053,-11.031289,-0.012678444,3.9014566,3.1674936,-8.414073,0.3343395,9.120674,-8.513308,8.093706,0.78715247,-0.44281918,7.9970593,6.583291,-3.8338199,7.0843797,-4.611492,8.680761,-5.595133,-7.0446777,2.5411162,0.6876057,-0.016955376,-7.7124996,3.6155581,-0.9070992,-3.5287437,1.6273503,1.1485841,10.238511,4.318585,0.075942755,-11.771559,1.527424,-3.583506,-1.515824,-3.4462228,-1.6526445,2.1896553,0.71095276,2.2115662,3.9995894,1.6482725,0.50036645,13.615975,3.3422804,-3.5285108,-0.9927199,-3.2689462,-3.0375211,2.8911028,0.6303231117350542,0.9375448292626292,1.6869427,-0.7400529,72,18.389785957938145,7.3906000359641295,9.895814914407858,89.99757408276483,109.0458417748614,89.99038107285959,1271.329704858664,3.11355,0.68516,2.80372,3.11355,4.3483,4.33583,4.34768,4.3483,4.3483,0.0566336173258882,2,2,2,0,0,0,0,4.34768,3.11284,4.34768,4.34835,3.11367,4.34835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88348,236.665,1861.56,988.36,0.0,0.0,0.0,2,119.25,117.415,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.275,0.0891,0.0473061,0.0,0.0,0.0,56.2182,57.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.071,0.31626,0.167913,0.0,0.0,0.0,1,50000,0.0891,0.0,0.31626,0.0,0.0717,0.61204,0.0332225954485049,0.099142760622165,11.640672731509326,141.14817556512975,0.1426222458471761,0.1194142657346651,2.020568995063357,2.104529693838286,24.0
SOF,-1.6197011,1.3937191,3.9335883,-0.20243132,-0.13873243,1.2555776,-2.6779854,2.8891346,9.291191,-3.0420847,3.4958537,-1.3087174,6.1929646,10.198734,-3.0820496,-1.1787739,4.07809,-0.88834393,-13.708415,1.8516138,8.850655,-1.2486552,-3.7584083,-1.7437485,-7.114489,6.3610067,-0.81158274,3.4497242,-3.8418472,0.8600078,-7.97766,3.7797399,1.5957127,-0.10516372,1.4676675,-2.8722312,0.7462519,7.5104957,0.8850658,-2.5343165,2.5083551,1.0269198,6.035218,-2.8409097,-0.5273514,1.0622804,-2.1958165,0.07569876,1.0342577,-8.109524,3.7891862,-4.6814623,1.1588641,3.9343114,8.498189,1.3759058,5.863969,8.35503,4.350876,-1.2615157,-6.9297767,-1.3279669,4.054376,-2.2763124,2.6005226051599974,-1.1866908402963903,0.16727117,-1.8167956,120,20.07175886156283,12.21402500000004,9.975769467690853,89.99999997501769,105.600666707718,90.0000073793657,2355.53100023356,3.66182,3.1859,3.1859,3.66182,4.61938,4.61938,4.61938,4.61938,4.61938,0.0509439272877756,1,3,0,0,0,0,0,4.6193,3.66177,4.6193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69426,538.314,2285.32,1348.86,0.0,0.0,0.0,1,538.314,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.738,0.13956,0.0823724,0.0,0.0,0.0,328.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.298,0.39664,0.234109,0.0,0.0,0.0,1,50000,0.13956,0.0,0.39664,0.0,0.04708,0.55628,0.0332226161461794,0.072529110669009,11.058858748187166,126.92195220960092,0.1473991827242524,0.1192383042974906,1.9486990156900188,1.867825543184586,40.0
ATS,-8.599701,1.0349054,-4.021962,-1.1637135,-3.8900566,2.6070828,3.6382763,-3.7855024,3.0303624,-1.7068695,1.6031476,-4.9613314,1.334524,1.253482,-2.3314483,3.8267283,-7.4083886,0.51414573,-3.8370254,-1.6870542,-6.397005,-6.382464,6.013104,0.3621562,-0.9857862,-3.829904,2.0999734,-1.5991231,2.5284867,-0.5741739,-1.0133753,-3.3768277,-5.489666,2.4296901,1.135197,-8.770398,0.79778796,6.061412,-1.4799088,-1.2442046,-0.73025364,-0.47702473,3.0290706,-0.84647757,1.326031,0.50818896,0.2656867,-6.7898607,0.076218486,-6.2857,1.8019636,4.2171545,-1.4538792,2.738194,-1.9618702,-1.7435806,-6.1889234,0.1760824,-3.2000074,-5.5447593,-2.828734,-0.07086572,1.6241114,2.6405334,-1.963727654722203,-0.2749695575822621,2.9017174,-4.0168014,72,13.020298238800407,21.307487000001736,5.098117706590738,89.99995857164362,88.9111585840278,89.99997317702925,1414.1145664521443,6.1475,1.42886,0.81818,6.1475,6.40477,6.30804,6.40477,6.40477,6.40477,0.0509152523480752,2,1,1,0,0,0,0,6.40473,6.14754,6.40473,6.40474,6.14757,6.40474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6933,221.078,1563.37,923.266,4.45125,31.4773,18.5893,2,111.195,109.883,0.0,0.0,0.0,0.0,4,1.16136,1.16455,1.22175,0.9036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.739,0.16034,0.0946907,0.226258,0.00016,9.44899e-05,114.543,112.196,0.0,0.0,0.0,0.0,0.0848469,0.0282823,0.0282823,0.0848469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.559,0.33488,0.197767,22.1168,0.01564,0.00923639,1,50000,0.16034,0.00016,0.33488,0.01564,0.09202,0.55746,0.0332225859634551,0.1365462246487928,11.960723871215766,145.58347150260946,0.2152162591362126,0.1683266634715364,1.3835572519362975,-0.0823775335639935,24.0
NON,5.8102946,2.7833521,-0.1371125,-0.9269852,-3.8582177,-6.2866473,-1.5978706,-1.7857722,-3.9755023,-7.545519,1.9149293,-1.5890459,4.177809,1.3804046,-7.2200146,3.8883755,-11.368916,1.5662421,4.0661016,-0.6890681,-1.3892578,4.19471,1.4098145,0.27020043,-3.8437276,0.3693552,-2.1857536,-6.6618905,2.943337,-2.1725981,-3.138005,1.5369151,2.0770125,-0.517414,-0.28934687,-5.2261143,0.6454004,0.5130811,-4.0140977,-8.861706,-0.44098753,0.48031098,-12.322084,-2.6778407,-0.5814453,5.9584723,1.0718862,-3.7890773,-9.851025,-4.1937885,-1.9152015,0.059062034,0.7591634,-4.541988,3.6018915,2.8531573,7.179597,2.3997874,-1.6705254,2.55251,7.7184825,8.219382,3.3721642,-9.628021,-0.804428144316661,-1.5527187959102287,3.7092416,-2.6895604,264,22.097120206929272,14.997027002009498,13.612896124357116,90.00115704668484,90.01553064419886,89.99853778210304,4511.192567204495,1.56532,1.24597,1.56532,1.43127,5.58485,5.57564,5.57729,5.5528,5.57729,0.0585211107854781,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94625,0.0,0.0,0.0,501.039,1110.66,570.665,0,0.0,0.0,0.0,0.0,0.0,0.0,21,117.087,1.28425,121.207,1.22281,120.619,0.362288,0.402189,128.119,1.9269,1.38559,0.260946,0.260946,1.46327,1.30261,1.68644,1.36511,0.0,0.221045,0.240465,0.280366,0.341808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.242,0.0752,0.0386384,0.0,0.0,0.0,0.0,0.0,0.0,81.1112,0.451119,90.7652,0.0,85.8029,0.0,0.0,80.7503,0.0,0.0902239,0.0,0.0,0.0,0.0,0.180448,0.0902239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.17,0.21262,0.109246,1,50000,0.0,0.0752,0.0,0.21262,0.14794,0.63944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
SIV,-4.3272815,-2.5602772,5.90176,-2.745665,-0.1093716,8.504799,-1.9865773,5.8203053,0.8588543,4.7881355,8.474339,-3.3035314,9.036667,1.8010796,0.073545724,-4.2670646,6.3805337,-4.631471,-1.9840926,2.6338243,9.152252,2.1469975,-3.5788069,-2.5220065,-3.8438203,14.181346,3.0704286,-0.1265662,1.4161271,-4.7916837,-7.8730583,-1.4467492,10.588601,1.6867785,0.90244466,-6.3832264,10.984562,10.363461,1.9291877,-10.517044,2.5517542,-2.1795435,9.808318,-2.9734275,2.1161914,1.2990298,-4.3314414,2.9960096,3.4894753,1.3708597,-3.963405,3.270742,8.977092,5.978632,12.491704,0.018247068,9.835722,-2.484539,8.8785925,-1.631014,1.6202186,-6.478097,2.705977,-6.8024535,1.366392509142273,0.2987556583070617,-0.12266711,-3.7623587,192,9.615523000000051,13.983955000000035,27.90149,90.0,90.0,89.99998994407328,3751.719191974636,3.16402,3.16402,2.67933,2.62042,4.85587,4.75853,4.85587,4.75853,4.75853,0.0511765380550629,1,3,0,0,0,0,0,4.85592,3.16402,4.85591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70199,918.267,2447.59,1438.07,0.0,0.0,0.0,1,918.267,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.562,0.1089,0.0639838,0.0,0.0,0.0,408.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.56,0.3965,0.232962,0.0,0.0,0.0,1,50000,0.1089,0.0,0.3965,0.0,0.04456,0.55894,0.0332225944850498,0.0490525361126914,8.107968333287204,67.53961745379885,0.1496005049833887,0.1206711087511324,1.9452239112286505,1.852742240369364,64.0
EAB,-6.2564325,2.808615,-1.5766522,1.4109244,1.5524595,0.27692562,5.7550454,1.6175948,0.48294464,-1.2075216,0.93649685,-0.806797,-1.9504086,0.95229936,-1.5842397,1.1261196,6.906893,2.0498507,-4.939232,-0.040780157,-3.4968417,0.6708647,1.075684,0.8755683,-1.695253,-1.467007,-1.333149,-6.059837,-0.662637,3.7167804,2.0128586,-1.3084981,-3.5923212,3.6423156,-2.7516456,0.8961544,-2.5720592,-2.5752482,-1.4609972,-0.9544499,0.02262503,-0.52992356,3.9358284,-0.92213184,0.67279714,-4.710081,0.09772749,0.3689581,-2.687776,-5.451313,5.1250844,0.4172913,0.1516566,1.5691006,-3.0675385,-1.101085,0.3324729,-0.20649543,-2.1306553,2.7770038,-3.1626837,-2.3677645,-1.6083882,0.15566063,-0.36836295997657353,-0.36565437195040945,2.037602,-3.2824655,108,12.988908,12.988907744159706,14.94392,90.0,90.0,120.00000065156588,2183.4358447049976,2.88997,2.88967,2.88997,2.04584,6.41607,6.38601,5.5412,6.19835,5.5412,0.0494633264640719,1,3,0,0,0,0,0,6.41417,2.88998,6.41417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64502,442.965,2028.75,1233.27,3.30507,15.137,9.20174,1,442.965,0.0,0.0,0.0,0.0,0.0,2,1.70374,1.60133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.952,0.1502,0.0913061,0.698699,0.00032,0.000194527,327.952,0.0,0.0,0.0,0.0,0.0,0.436687,0.262012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.75,0.39834,0.24215,19.4762,0.00892,0.00542244,1,50000,0.1502,0.00032,0.39834,0.00892,0.05228,0.54046,0.0332225771063122,0.067173382973602,9.605170074851058,96.69545959805352,0.2052174053156145,0.1560489069882228,1.439541030906306,0.1293527958122129,36.0
MOR,5.190165,7.974391,1.0592414,4.284543,5.6048646,0.90280336,-3.9658022,-1.9756795,0.10486281,-8.046154,-6.077209,12.191357,-7.94844,-8.924863,-1.3341335,-2.8452148,5.319637,-4.1191835,-3.2171075,-0.665779,5.031501,-7.8243237,1.8410248,-0.18387233,4.3169174,-3.8765852,-1.4101436,-5.2598996,-3.3880327,11.886148,1.0252014,5.281908,-1.562207,1.5522194,-2.6638443,2.1521015,-1.6295465,-0.285334,0.30926645,4.786934,-3.7744968,1.3288789,3.7209818,1.5336792,-2.116657,1.2574489,1.9866412,10.4911785,3.4817295,-1.8314228,4.973757,3.9093761,-0.75900257,0.87140185,-3.0482037,1.1146832,9.853112,0.4403642,4.674908,2.9612381,-0.30100405,-1.856001,0.012091339,-0.05120623,1.66335253193813,-1.617739247989104,0.36905265,-2.700356,144,18.023194,20.041512,7.432044,90.0,90.0,90.0,2684.5439145501546,5.69638,0.68106,2.30015,5.69638,5.92579,5.91603,5.92157,5.92278,5.92278,0.0536403965006956,2,2,2,0,0,0,0,5.92578,5.69649,5.92578,5.92283,5.69648,5.92283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78393,463.656,1727.13,968.158,0.0,0.0,0.0,2,231.08,232.576,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.004,0.12926,0.0724579,0.0,0.0,0.0,175.408,171.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.228,0.3372,0.189021,0.0,0.0,0.0,1,50000,0.12926,0.0,0.3372,0.0,0.07442,0.58838,0.0332226018936877,0.0982052709734261,11.543774372226592,134.81211009986794,0.1866911162790698,0.1416938024695112,1.5468649043818683,0.4509416283375023,48.0
AFR,-12.7302265,6.141844,-0.8006925,-0.95205766,-5.613665,1.7061362,1.79405,-3.8873553,2.7740371,0.061128825,-0.7029942,-11.600839,-1.1440126,6.656958,-6.348086,5.3793044,-4.1468754,1.5641303,3.1097667,-1.4144634,-5.5750103,-5.3205485,11.240539,-1.1866384,4.1244826,-4.5213833,5.279832,-5.993485,9.690528,-4.898726,-2.3450801,-3.3810253,-4.6527095,6.372053,6.3462496,-8.698276,2.3643606,10.811461,-2.2476845,-2.4655085,-5.86832,-0.811231,7.2697864,-4.1376767,-1.6287972,-2.7502954,-2.4046779,-11.925779,-0.9828311,-10.4143505,2.6840575,9.983193,3.5365102,6.9499106,-5.294949,-3.405158,-4.6898675,-5.1228185,-3.3051836,-5.330752,2.1024044,4.5834317,1.7829859,3.8746963,-3.325335569182167,-0.07976542063656618,3.4102545,-4.7051854,96,21.949734,13.570129,6.941736,90.0,90.0,90.0,2067.6704961692712,6.34411,1.32582,3.19361,6.34411,7.78281,7.66276,7.25596,7.64764,7.64764,0.0464290611960934,2,2,2,0,0,0,0,7.78297,6.3442,7.78297,7.78106,6.3442,7.78106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5441,410.651,1986.05,1286.22,0.0,0.0,0.0,2,203.787,206.864,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.034,0.20798,0.134693,0.0,0.0,0.0,215.286,214.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.568,0.43458,0.281445,0.0,0.0,0.0,1,50000,0.20798,0.0,0.43458,0.0,0.05618,0.50924,0.0332225612857142,0.129146510918378,12.074172999929408,144.48834846316282,0.2534648305647839,0.1838479223540256,1.1026005899885625,-0.7796980638280386,32.0
