zeo,osda,Si/Al_prec,Al/P_prec,Si/Ge_prec,Si/B_prec,Na/T_prec,K/T_prec,OH/T_prec,F/T_prec,H2O/T_prec,sda1/T_prec,cryst_temp_prec,cryst_time_prec
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2C)c1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
SAV,C1CNCCNCCCNCCNC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
DDR,C1CN2CCC1CC2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
BEA,C[N+](C)(C)Cc1ccccc1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MEL,CCCN,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MTW,N[C@H]1CC[C@H](N)CC1,0.0,0.0,1.0,1.0,0.0,1.0,0.585,1.0,0.0,0.0,1.0,0.0
ATS,CCCNCCC,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MWW,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
AFI,C1CN2CCN1CC2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
IHW,C[N+]1(C)CC2C(C1)C1C[N+](C)(C)CC21,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MTW,C[N+](C)(C)C1CC2CC1C1CCCC21,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
IFR,OC1C[N+]2(Cc3ccccc3)CCC1CC2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
MTW,NCC1CCNCC1,0.0,0.0,1.0,1.0,1.0,1.0,0.6533333333333333,1.0,0.0,0.0,1.0,0.0
FAU,C(CCN1CCOCCOCCOCCOCC1)CN1CCOCCOCCOCCOCC1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
FER,Cn1cc[n+](C)c1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AEL,CCN1C=CN(C)C1C(=O)[O-],0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AEN,OSDA-free,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MTW,C[N+]1(C2CCCCC2)CCCC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MTW,CN(C)CCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCN(C)C)cc1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GIS,NCCN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
MTW,C[N+](C)(C)CCCCC[N+](C)(C)C,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
EUO,C[N+](C)(C)CCCCC[N+](C)(C)C,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
MFI,CCn1ccc[n+]1CCCCCC[n+]1cccn1CC,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BEA,CCC[N+]1(C)CCCC1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LTJ,OSDA-free,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,CN(C)CCCCCCN(C)C,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
MRE,C[N+](C)(C)CCCCCCCC[N+](C)(C)C,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
BEA,C1CC[N+]2(CC1)CCCC1CCCCC12,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
MEL,CC1CC(C)C[N+](C)(C(C)C)C1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
MEL,CC1CC(C)C[N+]2(CCCC2C)C1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
BEC,C[N+]12CCN(CC1)CC2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,CCCC[N+]1(C)CCCC1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BEA,C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
BEA,Cc1c(C)[n+](CCCCCC[n+]2c(C)c(C)n(C)c2C)c(C)n1C,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
RTH,CN1CCCCC1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
ASV,CC[P+](CC)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
RWY,NCCN(CCN)CCN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MFI,CCCCC[N+]12CCC(CC1)CC2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
NON,C[N+](C)(C)C1CCCC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
MOR,C[N+](C)(C)CCCCCCC[N+](C)(C)C,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
MOR,C1CCC[N+]2(CC1)CCCCC2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ANA,C[N+](C)(C)CCCC[N+](C)(C)C,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
NON,CC1CC[N+](C)(C)CC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LEV,C[N@@+]1(Cc2ccccc2)CCC[C@H]1CO,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
