,Code,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
141,STO,336,29.807521924425604,8.417275,24.71309519360912,90.0,105.25668691640512,90.00000384438397,5981.943369429909,5.54335,1.23837,5.54335,1.25373,6.47217,6.12548,6.47217,6.31184,6.47217,0.0561690372592112,4,1,1,1,1,0,0,6.47219,5.54336,6.47219,5.84798,4.95974,5.84798,6.38003,5.50668,6.38003,6.12384,5.26682,6.12384,0.0,0.0,0.0,0.0,0.0,0.0,1.86803,648.619,1084.29,580.448,27.9501,46.7241,25.0125,4,161.451,160.887,161.263,165.018,0.0,0.0,22,0.623234,0.119702,2.7853,3.48727,0.0399007,0.0,0.160664,0.119702,5.81,0.0603814,0.801197,0.280366,0.0798015,4.80612,0.279305,3.40747,0.0,0.0,0.100282,3.96714,0.0603814,0.96186,0.0,0.0,0.0,667.944,0.11166,0.0597742,2.99097,0.0005,0.000267662,175.51,159.479,173.237,159.718,0.0,0.0,0.0,0.0,0.119639,0.358917,0.0,0.0,0.0,0.0,0.957111,0.0,0.0,0.0,0.0,0.717833,0.119639,0.478555,0.0,0.0,0.0,0.239278,0.0,0.0,0.0,0.0,0.0,1378.96,0.23052,0.123403,59.8194,0.01,0.00535324,1,50000,0.11166,0.0005,0.23052,0.01,0.14408,0.6154,0.0332225887043189,0.0435957797719332,6.620394820718712,43.6843671916122,0.2055159136212624,0.1587162807002901,1.4539720378204526,0.1503135057828988,112.0
142,EEI,600,13.63593605314846,34.80057594578371,22.062381639618284,90.01966813713202,90.0194262814436,89.92546542923218,10469.43783021856,2.18843,2.18843,1.71829,1.27328,5.95708,5.88132,5.91362,5.95708,5.88132,0.0573096674081376,4,1,1,1,1,0,0,5.90439,2.10583,5.90439,5.95709,2.02851,5.95709,5.88948,2.06677,5.88948,5.91691,2.18838,5.91691,0.0,0.0,0.0,0.0,0.0,0.0,1.90596,1317.73,1258.64,660.371,21.1222,20.1751,10.5852,4,335.102,332.51,318.462,331.654,0.0,0.0,26,0.0,0.299786,0.0,0.140183,1.02648,0.0,1.0459,0.0603814,2.05191,0.985523,0.0,0.0,0.0,0.100282,0.241526,0.419488,0.804378,0.159603,3.86017,3.15607,2.35063,2.93503,0.381709,0.681494,0.341808,980.568,0.09366,0.0491405,0.837555,8e-05,4.19735e-05,254.617,244.985,237.866,243.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209389,0.0,0.0,0.209389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209389,0.0,0.209389,0.0,0.0,0.0,0.0,2455.71,0.23456,0.123066,20.1013,0.00192,0.00100736,1,50000,0.09366,8e-05,0.23456,0.00192,0.1416,0.62192,0.0332225963122923,0.0592478914291699,9.317458519994217,98.2217255715048,0.1918531794019934,0.1502124005040078,1.5437987188289053,0.4090601932594393,200.0
143,CDO,108,7.360576651966882,18.14139300042844,13.746757942466216,90.00008240514671,90.09722111136873,90.00078080010155,1835.6172557970035,2.68155,2.68155,0.64799,2.65216,4.66839,4.41407,4.60967,4.53308,4.41407,0.058835794694634,2,2,2,0,0,0,0,4.66837,2.68159,4.65244,4.66833,2.68154,4.65253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95672,302.064,1645.57,840.984,0.0,0.0,0.0,2,152.025,150.038,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.67,0.07282,0.0372154,0.0,0.0,0.0,67.0735,66.5962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.913,0.28596,0.146143,0.0,0.0,0.0,1,50000,0.07282,0.0,0.28596,0.0,0.07666,0.63738,0.033222587641196,0.1203651347968011,12.057997547828222,144.098490713592,0.1520976079734219,0.1252782587730354,1.9026566212184384,1.6336113074473095,36.0
144,LAU,72,14.166286491060282,12.986619000039155,7.58500856328508,89.99978682336656,109.78628177417654,89.99990233117693,1313.0468106291205,3.30327,1.27262,1.27262,3.30327,5.12643,5.11641,5.1195,5.12643,5.12643,0.0548342979223281,2,1,1,0,0,0,0,5.12678,3.3032,5.12678,5.12169,3.3032,5.12169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82364,223.885,1705.08,934.989,0.0,0.0,0.0,2,113.134,110.752,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.839,0.1065,0.0583997,0.0,0.0,0.0,69.3026,70.5369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.016,0.31074,0.170396,0.0,0.0,0.0,1,50000,0.1065,0.0,0.31074,0.0,0.09128,0.59798,0.03322259910299,0.1550094209386136,12.1401275769976,145.42410076403928,0.1722932890365448,0.1421541835400018,1.7315128921055574,0.9985530565786598,24.0
145,OKO,204,24.054604501564373,13.73658900271119,12.296002104951876,89.99925092362912,109.58623720374982,90.00226974700432,3827.855861498367,5.61364,0.75488,4.49108,5.61364,6.35445,5.91424,6.35424,6.35445,6.35445,0.0532935427511491,2,2,2,0,0,0,0,6.35432,5.61362,6.35432,6.35447,5.61357,6.35447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7724,613.829,1603.58,904.754,0.0,0.0,0.0,2,305.499,308.33,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.729,0.15354,0.0866284,0.0,0.0,0.0,295.281,292.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.52,0.33296,0.187858,0.0,0.0,0.0,1,50000,0.15354,0.0,0.33296,0.0,0.08824,0.5788,0.0332225682392026,0.0469284535728405,6.917094506968204,47.5174864760594,0.200349926910299,0.1539856198142269,1.4890577409072492,0.2692793425482054,68.0
146,APD,96,8.351635,19.849189000000223,9.982684000000202,90.00002013869857,90.0,90.0,1654.8612873279642,3.13963,3.13963,1.19525,1.39249,4.1108,4.07121,4.02039,3.70157,4.07121,0.0580109044396145,4,1,1,1,1,0,0,4.10152,3.13961,4.10152,4.11079,3.13963,4.11079,4.10152,3.13961,4.10152,4.11079,3.13963,4.11079,0.0,0.0,0.0,0.0,0.0,0.0,1.92928,247.568,1496.0,775.418,0.0,0.0,0.0,4,62.6939,60.9069,63.2575,60.7095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3342,0.0564,0.0292336,0.0,0.0,0.0,23.4659,22.6385,23.135,24.0948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.921,0.26644,0.138103,0.0,0.0,0.0,1,50000,0.0564,0.0,0.26644,0.0,0.09946,0.6341,0.0332225754152823,0.1169339735351635,11.580108868177287,143.0456448900826,0.1377194219269103,0.1177410134394048,2.100193110431852,2.425889122518903,32.0
147,RHO,144,14.770846,14.770846,14.770846,90.0,90.0,90.0,3222.672036774182,3.4881,3.4881,3.4881,3.4881,9.84002,9.84002,9.83978,9.01839,9.83978,0.0446834174737,2,3,3,0,0,0,0,9.84001,3.48812,9.84001,9.84001,3.48812,9.84001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48605,686.142,2129.11,1432.73,0.0,0.0,0.0,2,343.9,342.242,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.359,0.22508,0.151462,0.0,0.0,0.0,358.168,367.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.84,0.47316,0.318401,0.0,0.0,0.0,1,50000,0.22508,0.0,0.47316,0.0,0.04088,0.48596,0.0332226078504983,0.1282610566072297,12.052698291286395,143.95612445243103,0.3145031604418605,0.2023249235544854,0.7367849753469482,-1.445240342821617,48.0
148,AWW,72,13.520449000000037,13.520445000000038,7.611524,90.0,90.0,89.99999152457318,1391.405517667618,3.57592,1.49443,1.49471,3.57592,6.80725,6.74766,6.79988,6.80725,6.80725,0.0517462372297416,2,1,1,0,0,0,0,6.79985,3.57627,6.79985,6.80721,3.57606,6.80721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72094,230.926,1659.66,964.391,15.5592,111.824,64.9784,2,116.115,114.811,0.0,0.0,0.0,0.0,2,6.47101,9.08823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.519,0.12902,0.0749707,2.28191,0.00164,0.000952968,88.6882,90.831,0.0,0.0,0.0,0.0,1.36358,0.918328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.288,0.33512,0.194731,43.3005,0.03112,0.0180832,1,50000,0.12902,0.00164,0.33512,0.03112,0.06948,0.56428,0.0332226127508305,0.1179603731817332,11.673859701082833,145.6435589189551,0.2269405315614618,0.174002597411119,1.2998626164509774,-0.303258523608588,24.0
149,CHA,108,13.536508000000072,13.536507801523516,14.552790000000067,89.99999038913676,90.00000816978499,120.00000960519527,2309.351997401261,3.15152,3.15152,3.15152,3.15148,6.57102,6.56548,6.56732,6.57102,6.56548,0.0467663656824657,1,3,0,0,0,0,0,6.57102,3.15153,6.57102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55532,525.396,2275.08,1462.77,8.1031,35.0882,22.5601,1,525.396,0.0,0.0,0.0,0.0,0.0,3,2.51448,2.95657,2.63206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.168,0.18454,0.118651,0.738993,0.00032,0.000205745,426.168,0.0,0.0,0.0,0.0,0.0,0.0923741,0.369496,0.277122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.87,0.4334,0.278656,31.1763,0.0135,0.00867988,1,50000,0.18454,0.00032,0.4334,0.0135,0.03946,0.51364,0.0332225714285714,0.1438649032229579,12.079667909403453,144.42575498422053,0.218690488372093,0.1703219648114068,1.3576998806678018,-0.1556170483222998,36.0
150,DFT,24,7.073023000464441,7.073034000781136,8.39203400044161,90.00112989660397,89.99994838185182,90.00131229754106,419.8344291486683,3.29641,1.39788,1.40118,3.29641,3.92829,3.92802,3.92829,3.92828,3.92828,0.0571653926731705,1,1,0,0,0,0,0,3.92828,3.29639,3.92828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90117,65.1607,1552.06,816.371,0.0,0.0,0.0,1,65.1607,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4664,0.06304,0.0331586,0.0,0.0,0.0,26.4664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.945,0.29046,0.15278,0.0,0.0,0.0,1,50000,0.06304,0.0,0.29046,0.0,0.0854,0.62414,0.0332225732225913,0.1582286269923196,12.140379415342911,145.4364364833379,0.1327080166112956,0.1149175596181417,2.163043899498067,2.678980921435911,8.0
151,EWS,288,19.345723000042387,15.805365000030529,18.070537000004787,89.99998640856464,90.00008268222346,89.9997750786745,5525.359669026632,3.44137,1.32177,3.4377,3.44137,5.67815,5.67663,5.67815,5.66164,5.66164,0.0521233036854477,2,2,2,0,0,0,0,5.67677,3.43872,5.67677,5.67819,3.44129,5.67819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73348,1062.25,1922.5,1109.04,0.0,0.0,0.0,2,532.456,529.792,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.295,0.14846,0.0856428,0.0,0.0,0.0,407.109,413.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.38,0.35896,0.207075,0.0,0.0,0.0,1,50000,0.14846,0.0,0.35896,0.0,0.07282,0.56822,0.0332225856810631,0.0790408526495126,10.598891996908485,118.33326370329009,0.1852279169435215,0.1479299516879708,1.607835541622357,0.6087222040455642,96.0
152,SFW,324,13.551296,13.55129635489509,43.504261,90.0,90.0,119.9999991336744,6918.693727081485,3.11465,3.11465,3.11465,3.11464,6.99658,6.57742,6.99516,6.99366,6.99516,0.0468296491766622,1,3,0,0,0,0,0,6.99658,3.11466,6.99658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55743,1531.68,2213.82,1421.46,25.2419,36.4836,23.4256,1,1531.68,0.0,0.0,0.0,0.0,0.0,9,2.33227,2.81639,3.11935,3.23799,3.11617,2.89725,2.59534,2.41101,2.7161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267.09,0.18314,0.117591,2.21398,0.00032,0.000205467,1267.09,0.0,0.0,0.0,0.0,0.0,0.138374,0.138374,0.0,0.415122,0.0,0.415122,0.276748,0.415122,0.415122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.82,0.42462,0.272642,55.7647,0.00806,0.0051752,1,50000,0.18314,0.00032,0.42462,0.00806,0.05598,0.51134,0.0332225771096345,0.0629966312522037,10.435169238401867,115.71495362634916,0.2175958172757474,0.1585365015976733,1.3104653061456035,-0.2306973120579827,108.0
153,MRE,144,8.321504000019527,14.243238007619968,19.812916010634403,89.99625265650063,89.9999181988045,89.99976629181285,2348.3290758710423,3.8729,3.8729,1.12965,1.14586,4.74126,4.74126,4.73231,4.73725,4.74126,0.0613201963385764,2,1,1,0,0,0,0,4.73997,3.86883,4.73997,4.74117,3.87291,4.74117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03934,218.063,928.588,455.337,2.38205,10.1436,4.97395,2,108.941,109.122,0.0,0.0,0.0,0.0,8,0.181144,0.260946,0.200564,0.0798015,0.140183,0.399007,0.51871,0.601693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.585,0.05944,0.0291466,0.0939332,4e-05,1.96142e-05,68.1485,71.4362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469666,0.0,0.0469666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.47,0.17096,0.0838309,8.87668,0.00378,0.00185354,1,50000,0.05944,4e-05,0.17096,0.00378,0.15468,0.67058,0.0332225916943521,0.1413606982058168,12.076295843165187,144.44729106519193,0.1588021993355481,0.1329608469129237,1.8614373798265595,1.4668923755342158,48.0
154,SFS,168,14.000480992601648,19.86925600000005,12.391011866974225,89.99999712938683,106.48099284343571,89.99999803678736,3305.300496629508,5.38307,1.10156,5.38307,4.59533,7.05963,6.95247,7.04344,7.04344,7.04344,0.0508274512926475,1,2,0,0,0,0,0,7.05961,5.38307,7.05961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69038,569.093,1721.76,1018.56,0.0,0.0,0.0,1,569.093,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.889,0.17756,0.105041,0.0,0.0,0.0,586.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.89,0.3606,0.213325,0.0,0.0,0.0,1,50000,0.17756,0.0,0.3606,0.0,0.0827,0.5567,0.0332225969435215,0.0482056623620319,10.28467637203534,113.71225002291098,0.2219054352159468,0.1626456123280643,1.2990743859477758,-0.2580970430941098,56.0
155,MVY,36,4.832008000000103,8.46820500000614,13.936076000010404,90.00013755246229,89.99999588868646,89.99997461047195,570.242410283557,2.8577,2.8577,0.85019,0.67877,3.36703,3.36703,3.34762,3.36699,3.36703,0.0631310462897678,2,1,1,0,0,0,0,3.36702,2.85558,3.36702,3.36707,2.85772,3.36707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09957,68.1581,1195.25,569.283,0.0,0.0,0.0,2,34.3681,33.79,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1596,0.03886,0.0185086,0.0,0.0,0.0,11.3478,10.8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.519,0.2131,0.101497,0.0,0.0,0.0,1,50000,0.03886,0.0,0.2131,0.0,0.10568,0.68122,0.0332226137541528,0.1640734588248913,12.145085243605752,145.5059411949518,0.112938,0.1001642864179084,2.4454655550919684,3.980310244689073,12.0
156,PCR,180,19.94114462553005,13.848518000000324,12.295379427593318,90.00000003373991,115.11708746254466,90.00002271693266,3074.36957550608,3.42963,0.90264,2.73312,3.42963,5.08302,4.60184,5.08106,4.60182,4.60182,0.058548588768925,2,2,2,0,0,0,0,5.08107,3.4297,4.60205,5.08306,3.42969,4.6028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94717,416.91,1356.08,696.439,24.8742,80.9083,41.5518,2,214.12,202.79,0.0,0.0,0.0,0.0,2,12.4371,12.4371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.746,0.07538,0.0387127,5.16494,0.00168,0.000862792,116.519,115.227,0.0,0.0,0.0,0.0,2.70545,2.4595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.082,0.2391,0.122794,51.342,0.0167,0.00857657,1,50000,0.07538,0.00168,0.2391,0.0167,0.10316,0.64104,0.0332225837541528,0.0682861522369136,8.677251305959443,80.00520143574586,0.1594931162790697,0.1299541369057639,1.8637071907768223,1.525135923701865,60.0
157,JBW,18,5.051974490618396,7.476953897788591,7.838602124598747,89.98274861162527,89.98996979329371,91.88252192604408,295.9306761050866,2.77522,2.77522,1.16178,0.8193,3.36756,3.36756,3.36319,2.90749,3.36756,0.0608250561817663,1,1,0,0,0,0,0,3.36756,2.77522,3.36756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02288,34.7227,1173.34,580.035,0.0,0.0,0.0,1,34.7227,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96695,0.03368,0.0166496,0.0,0.0,0.0,9.96695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3168,0.2072,0.102428,0.0,0.0,0.0,1,50000,0.03368,0.0,0.2072,0.0,0.12552,0.66728,0.0332225913621262,0.1650092162338177,12.145233178626532,145.50668896321065,0.1129568106312292,0.1001975695632494,2.445461510725661,3.980282000440626,6.0
158,MWW,216,14.167163000000883,14.1671573700302,24.930723000002608,90.00005022199997,89.99996773554156,119.99998933816153,4333.423763325055,4.10656,4.10656,4.10656,2.01769,9.07385,9.07385,9.07385,8.99575,9.07385,0.0498451136554118,2,3,2,0,0,0,0,9.07407,4.10639,9.07407,5.49334,3.96218,5.49334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65771,803.877,1855.06,1119.05,0.0,0.0,0.0,2,543.978,259.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.25,0.1849,0.111539,0.0,0.0,0.0,599.053,202.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.84,0.3888,0.23454,0.0,0.0,0.0,1,50000,0.1849,0.0,0.3888,0.0,0.06826,0.54294,0.0332225555481727,0.0380392374004698,8.570712776985147,79.47647988401778,0.2527062558139536,0.1594848004311269,1.0725446692972855,-0.6554366384890722,72.0
