,Code,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
159,IFY,144,15.250995000000032,15.250995,11.813448,90.0,89.99999624314484,90.0,2747.7235208087886,3.36283,3.36283,3.36283,1.23632,6.41637,6.17855,6.40764,5.42369,6.17855,0.0524070194506373,1,2,0,0,0,0,0,6.41644,3.36291,6.41644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74291,445.353,1620.81,929.941,63.7114,231.87,133.036,1,445.353,0.0,0.0,0.0,0.0,0.0,2,32.0691,31.6422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.004,0.12556,0.0720403,18.5746,0.00676,0.00387856,345.004,0.0,0.0,0.0,0.0,0.0,9.7819,8.79272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.566,0.31574,0.181156,114.25,0.04158,0.0238566,1,50000,0.12556,0.00676,0.31574,0.04158,0.07058,0.5721,0.0332226182724252,0.0518745724367305,10.596485923320332,118.793140110282,0.2024360764119601,0.1518622742630227,1.441152397654974,0.1403721903429846,48.0
160,EON,180,7.485561,17.976786,25.592057,90.0,90.0,90.0,3443.829141241029,6.28064,6.28064,2.61801,0.79331,7.0698,7.06572,5.53234,7.06572,7.06572,0.0522674013772746,1,2,0,0,0,0,0,7.06988,6.2805,7.06988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73827,638.842,1855.04,1067.17,0.0,0.0,0.0,1,638.842,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.213,0.13828,0.0795503,0.0,0.0,0.0,476.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.11,0.36358,0.209162,0.0,0.0,0.0,1,50000,0.13828,0.0,0.36358,0.0,0.06654,0.56988,0.0332226011295681,0.0560652012824784,10.262224208764938,111.51641622135284,0.2113171063122923,0.1492558433605025,1.33781500356488,-0.1074478840993919,60.0
161,MTF,132,9.303382643553848,30.40319900108952,7.185327485021542,90.00039539192632,89.98146132245004,89.99909448906556,2032.3884104357955,3.17647,0.96636,0.53381,3.17647,5.12254,5.10692,5.03656,5.10435,5.10435,0.0649482152733275,2,1,1,0,0,0,0,5.11207,3.17651,5.11207,5.12261,3.17544,5.12261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,211.156,1038.96,480.998,0.0,0.0,0.0,2,104.332,106.824,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.934,0.0659,0.0305093,0.0,0.0,0.0,66.7843,67.1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.316,0.19254,0.0891389,0.0,0.0,0.0,1,50000,0.0659,0.0,0.19254,0.0,0.10558,0.70188,0.0332225624584717,0.1446356341615511,12.116659074470231,145.07417350378643,0.1719306910299003,0.1415857057476534,1.7323003277218705,1.002561645333265,44.0
162,ETL,216,7.422950000000068,28.703531000000297,17.648051,89.99999800387697,90.0,89.99998429677345,3760.179788011046,2.64991,2.51393,0.74188,2.64991,5.51178,5.50352,5.50371,5.43003,5.43003,0.0574440617676564,2,2,2,0,0,0,0,5.5119,2.64984,5.5119,5.5119,2.64983,5.5119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91043,633.109,1683.72,881.329,0.0,0.0,0.0,2,317.414,315.695,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.772,0.07334,0.0383892,0.0,0.0,0.0,138.149,137.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.44,0.28388,0.148595,0.0,0.0,0.0,1,50000,0.07334,0.0,0.28388,0.0,0.0893,0.62682,0.0332225937541528,0.0854707448045828,11.51241930559829,134.4852789685078,0.1698746112956811,0.1284006322148817,1.6741739221645138,0.891950232513762,72.0
163,GON,96,16.494387,19.944623,5.027264,90.0,90.0,90.0,1653.840807797652,4.88943,1.17039,1.17039,4.88943,5.6469,5.64569,5.64569,5.64569,5.64569,0.0580466992635397,2,1,1,0,0,0,0,5.64684,4.88946,5.64684,5.64684,4.88946,5.64684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93047,170.907,1033.39,535.305,11.6232,70.2799,36.4055,2,85.1794,85.7274,0.0,0.0,0.0,0.0,6,4.8266,0.724577,0.483051,4.26057,0.784958,0.543433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.426,0.09156,0.0474287,1.12461,0.00068,0.000352245,76.4074,75.0182,0.0,0.0,0.0,0.0,0.496152,0.0,0.0,0.62846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.484,0.21434,0.11103,25.3368,0.01532,0.00793587,1,50000,0.09156,0.00068,0.21434,0.01532,0.13718,0.63316,0.0332225697009966,0.1360201997128356,12.034115752844231,143.64666204410383,0.1883484318936877,0.1519364736677046,1.5875175940832946,0.5230393674839644,32.0
164,MON,48,7.031322000119537,7.031321000000071,17.077173000304732,89.99998514113088,89.99932368423056,89.9999999999525,844.286587735927,2.82014,2.82014,2.82014,2.82014,3.45838,3.45838,3.44895,3.45838,3.44895,0.0568527330615528,1,3,0,0,0,0,0,3.45833,2.82012,3.45833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89077,161.962,1918.33,1014.58,0.0,0.0,0.0,1,161.962,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8467,0.05904,0.0312254,0.0,0.0,0.0,49.8467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.236,0.32126,0.16991,0.0,0.0,0.0,1,50000,0.05904,0.0,0.32126,0.0,0.06062,0.61812,0.0332226063122923,0.1466343858851683,12.11379834398188,144.99008764390808,0.115458634551495,0.1013470648022118,2.3955918829733496,3.741862731473161,16.0
165,SBT,432,17.070804,17.070804063198196,41.039287,90.0,90.0,119.9999998775348,10357.105323814872,6.73102,6.73102,6.73101,5.22722,10.32632,10.31506,10.32626,10.32611,10.31506,0.0417104959825666,1,3,0,0,0,0,0,10.3262,6.73106,10.3262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38718,1865.44,1801.12,1298.4,90.9929,87.8555,63.334,1,1865.44,0.0,0.0,0.0,0.0,0.0,9,13.6624,2.33897,13.4682,14.1906,1.39865,15.0102,14.9766,1.67901,14.2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.72,0.28654,0.206563,21.5428,0.00208,0.00149945,2967.72,0.0,0.0,0.0,0.0,0.0,3.72856,0.0,2.89999,3.9357,0.414284,2.27856,3.72856,0.0,4.55713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4860.59,0.4693,0.338313,159.707,0.01542,0.0111161,1,50000,0.28654,0.00208,0.4693,0.01542,0.06094,0.45434,0.0332226014385382,0.1318994299629529,12.101908282296938,144.83988383417702,0.3435072601328903,0.2231776143056929,0.6506222959885349,-1.5752275679387695,144.0
166,CZP,72,9.400455,9.400454025022036,15.240128,90.0,90.0,119.9999999119487,1166.3179274999304,3.23975,0.64983,0.64243,3.23975,3.75733,3.75733,3.75733,3.74067,3.74067,0.0617327388204828,1,1,0,0,0,0,0,3.75735,3.23716,3.75735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05306,182.07,1561.06,760.358,0.0,0.0,0.0,1,182.07,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8046,0.06328,0.0308222,0.0,0.0,0.0,73.8046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.113,0.26932,0.13118,0.0,0.0,0.0,1,50000,0.06328,0.0,0.26932,0.0,0.0707,0.65998,0.0332225933222591,0.1523257028265978,12.121911815269463,145.1533432399057,0.1259255913621262,0.109759405910016,2.2510965140116803,3.068236715965999,24.0
167,BOG,288,19.980359,23.55146300000002,12.59843900000004,89.99999301936182,90.0,90.0,5928.405685415313,6.43807,6.43807,4.56054,4.49899,7.81387,7.81341,6.96679,7.81341,7.81341,0.0485796713791904,1,3,0,0,0,0,0,7.81389,6.43824,7.81344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61563,1062.46,1792.15,1109.26,0.0,0.0,0.0,1,1062.46,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.55,0.20234,0.125239,0.0,0.0,0.0,1199.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.95,0.39352,0.243571,0.0,0.0,0.0,1,50000,0.20234,0.0,0.39352,0.0,0.07866,0.52782,0.0332226270764119,0.0481738924484671,8.649608841512016,79.02646351503554,0.2505460132890366,0.1793114121385367,1.1180917489115356,-0.7221944715063842,96.0
168,PWW,120,20.33766061114656,11.652196000000217,10.901991183237351,90.00002038716858,118.30099681127416,89.99999675554315,2274.7240800825625,4.14596,0.91076,2.27198,4.14596,4.56523,4.56523,4.56112,4.51428,4.51428,0.0527536508936259,2,2,2,0,0,0,0,4.56526,4.14446,4.56526,4.56513,4.14447,4.56513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75444,472.135,2075.57,1183.04,0.0,0.0,0.0,2,233.478,238.657,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.522,0.12464,0.0710425,0.0,0.0,0.0,139.577,143.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.042,0.36226,0.206482,0.0,0.0,0.0,1,50000,0.12464,0.0,0.36226,0.0,0.05996,0.57778,0.0332225963488372,0.0881792102696952,11.021127148772766,125.38790852169588,0.1488145016611295,0.1235893243621454,1.9535570747811668,1.8478783249988944,40.0
169,AWO,144,9.17592100000921,14.76385400001497,18.980008000000108,90.00000991830196,89.99999999999145,90.00016267098825,2571.25884584242,3.17828,3.17828,2.2732,1.41728,4.41741,4.39771,4.30496,4.35221,4.39771,0.0560036964900829,2,2,2,0,0,0,0,4.40076,3.17404,4.39774,4.41749,3.17512,4.41749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86253,472.133,1836.2,985.861,0.0,0.0,0.0,2,236.697,235.436,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.479,0.07058,0.0378947,0.0,0.0,0.0,92.9767,88.5027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.808,0.292,0.156776,0.0,0.0,0.0,1,50000,0.07058,0.0,0.292,0.0,0.09438,0.61362,0.0332225881395348,0.1088875367431,11.815013916739908,143.38316744821768,0.1447315049833887,0.1211272575596855,2.001519433557509,2.019296657199264,48.0
170,SSF,162,16.941674000000294,16.941673076267616,12.549985000000358,90.0000102300531,89.99997615795169,119.99999842170536,3119.510579393411,5.47689,5.47375,5.47689,2.00625,6.94116,6.83944,6.93122,3.56704,6.93122,0.0519312231444654,2,1,2,0,0,0,0,3.56779,2.00634,3.56779,6.94119,5.47682,6.94119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72709,459.444,1472.81,852.768,4.80367,15.3988,8.91603,2,32.8495,426.594,0.0,0.0,0.0,0.0,2,2.49188,2.31179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.049,0.1619,0.0937415,0.436731,0.00014,8.10612e-05,6.05185,498.997,0.0,0.0,0.0,0.0,0.0,0.436731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.83,0.32724,0.189475,9.60809,0.00308,0.00178335,1,50000,0.1619,0.00014,0.32724,0.00308,0.104,0.56568,0.0332226150166112,0.0624390591877176,10.126846914446055,109.98104107410845,0.2254260299003321,0.1692822771623214,1.291921984674141,-0.3073861976133458,54.0
171,RWR,96,7.676448,7.676427000182963,26.89747000065004,90.00079392358145,90.0,90.0,1585.0058462572722,2.72277,2.72277,2.72271,0.85052,3.92306,3.90891,3.91403,3.92167,3.90891,0.0605675999408381,4,1,1,1,1,0,0,3.91865,2.72284,3.91865,3.92302,2.72277,3.92302,3.92322,2.72265,3.92322,3.92155,2.72221,3.92155,0.0,0.0,0.0,0.0,0.0,0.0,2.01431,224.89,1418.86,704.39,0.0,0.0,0.0,4,59.0173,53.4962,57.0851,55.2917,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3396,0.05258,0.0261032,0.0,0.0,0.0,22.412,19.9711,19.5907,21.3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.479,0.25456,0.126376,0.0,0.0,0.0,1,50000,0.05258,0.0,0.25456,0.0,0.08622,0.65922,0.0332225959136212,0.080426265632902,8.499918486902123,70.2618180508303,0.129394976744186,0.1108722075967199,2.206933562153567,2.903780899470568,32.0
172,KFI,288,18.377526,18.377526,18.377526,90.0,90.0,90.0,6206.705476782132,3.50124,3.50114,3.50114,3.50124,10.00358,10.00357,9.98768,9.98768,9.98768,0.0464014284353176,1,3,0,0,0,0,0,10.0035,3.50131,10.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54318,1378.85,2221.55,1439.59,18.9272,30.4948,19.7609,1,1378.85,0.0,0.0,0.0,0.0,0.0,8,2.34957,1.887,2.26765,2.85098,3.05155,2.24399,1.82874,2.44773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.17,0.1895,0.122798,2.11028,0.00034,0.000220324,1176.17,0.0,0.0,0.0,0.0,0.0,0.248268,0.124134,0.248268,0.620671,0.0,0.248268,0.496536,0.124134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.63,0.43302,0.280601,47.2951,0.00762,0.00493784,1,50000,0.1895,0.00034,0.43302,0.00762,0.05452,0.50484,0.0332226036877076,0.0707771947664533,9.354524142475,89.92167822847264,0.2788204759368768,0.1663538794147571,0.9104836421772392,-0.9579516658749944,96.0
173,BOZ,276,14.232252,36.217975,14.094518,90.0,90.0,90.0,7265.207424459806,4.69254,4.69254,3.12115,4.69254,8.53302,8.53302,8.52947,7.22682,7.22682,0.0379892801230684,1,3,0,0,0,0,0,8.53298,4.69248,8.53298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26342,1962.66,2701.45,2138.21,0.0,0.0,0.0,1,1962.66,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.36,0.26914,0.213025,0.0,0.0,0.0,1955.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993.1,0.54962,0.435026,0.0,0.0,0.0,1,50000,0.26914,0.0,0.54962,0.0,0.0336,0.41678,0.0332226055016611,0.0624677054249437,9.859372638903526,102.24783121720678,0.2598914121262458,0.1743359987751136,1.036809833786829,-0.8391318129812246,92.0
174,AEN,144,17.793886,13.690063,9.524709,90.0,90.0,90.0,2320.2135914483183,2.98823,0.53344,2.72311,2.98823,3.72512,3.72512,3.72512,3.65934,3.65934,0.0620632516466351,2,2,2,0,0,0,0,3.72533,2.98831,3.6672,3.72532,2.98833,3.66568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06405,311.998,1344.7,651.483,0.0,0.0,0.0,2,153.426,158.572,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.08,0.04572,0.0221506,0.0,0.0,0.0,53.2721,52.8081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.162,0.22548,0.109241,0.0,0.0,0.0,1,50000,0.04572,0.0,0.22548,0.0,0.09678,0.67774,0.033222588372093,0.0795966358270229,9.62552248521722,98.14217116745412,0.1224585282392026,0.1055439345649456,2.2975892604816703,3.3105928061159275,48.0
175,BIK,36,7.4655600001742,15.570289000381528,4.977752,90.0,90.0,90.00079250845967,578.6185055682649,2.75585,1.19052,0.73795,2.75585,3.34739,3.34302,3.34333,3.29464,3.29464,0.0622171597582143,2,1,1,0,0,0,0,3.34732,2.7558,3.34732,3.34731,2.75578,3.34731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06917,64.4114,1113.19,537.989,0.0,0.0,0.0,2,33.4765,30.9349,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6431,0.03222,0.0155714,0.0,0.0,0.0,9.45463,9.18846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.053,0.19884,0.0960964,0.0,0.0,0.0,1,50000,0.03222,0.0,0.19884,0.0,0.1234,0.67776,0.0332225913621262,0.1650092162338177,12.145233178626532,145.50668896321065,0.1129568106312292,0.1001975695632494,2.445461510725661,3.980282000440626,12.0
176,JSW,144,15.802337000000032,9.719553000000053,16.74943900000006,90.00000931565674,90.000007046537,89.99999999999962,2572.5740060055014,2.1734,1.589,2.1734,1.25943,4.68262,4.6825,4.68255,4.67775,4.68255,0.0559750660870558,4,1,1,1,1,0,0,4.68261,2.17335,4.68261,4.68261,2.17095,4.68261,4.68261,2.17196,4.68261,4.68261,2.1698,4.68261,0.0,0.0,0.0,0.0,0.0,0.0,1.86158,412.885,1604.95,862.144,0.0,0.0,0.0,4,103.017,105.565,104.161,100.141,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.372,0.08022,0.0430925,0.0,0.0,0.0,54.1784,50.6797,51.2457,50.2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.421,0.28276,0.151893,0.0,0.0,0.0,1,50000,0.08022,0.0,0.28276,0.0,0.11102,0.60622,0.0332225823255813,0.1417967283455614,12.108002545797866,144.91797564479825,0.1546030830564783,0.12924118167874,1.896649207258448,1.6008945887366623,48.0
